,0,1
82,0.750863790512085,"('P4_2', 'P5_1', 'P2_1')"
83,0.8319694399833679,"('P4_2', 'P5_1', 'P5_2')"
84,0.7448626756668091,"('P4_2', 'P2_1', 'P5_2')"
85,0.7997817993164062,"('P1_1', 'P3_1', 'P2_2')"
86,0.7304964661598206,"('P1_1', 'P3_1', 'P3_2')"
87,0.7546826601028442,"('P1_1', 'P3_1', 'P5_1')"
88,0.8286961317062378,"('P1_1', 'P3_1', 'P2_1')"
89,0.8059647083282471,"('P1_1', 'P3_1', 'P5_2')"
90,0.7172213196754456,"('P1_1', 'P2_2', 'P3_2')"
91,0.7074013352394104,"('P1_1', 'P2_2', 'P5_1')"
92,0.8110565543174744,"('P1_1', 'P2_2', 'P2_1')"
93,0.701763927936554,"('P1_1', 'P2_2', 'P5_2')"
94,0.7650482058525085,"('P1_1', 'P3_2', 'P5_1')"
95,0.7044917345046997,"('P1_1', 'P3_2', 'P2_1')"
96,0.7890525460243225,"('P1_1', 'P3_2', 'P5_2')"
97,0.8305146098136902,"('P1_1', 'P5_1', 'P2_1')"
98,0.795962929725647,"('P1_1', 'P5_1', 'P5_2')"
99,0.7817785143852234,"('P1_1', 'P2_1', 'P5_2')"
100,0.7554100751876831,"('P3_1', 'P2_2', 'P3_2')"
101,0.7699581980705261,"('P3_1', 'P2_2', 'P5_1')"
102,0.8077832460403442,"('P3_1', 'P2_2', 'P2_1')"
103,0.8043280839920044,"('P3_1', 'P2_2', 'P5_2')"
104,0.7475904822349548,"('P3_1', 'P3_2', 'P5_1')"
105,0.7179487347602844,"('P3_1', 'P3_2', 'P2_1')"
106,0.7714129686355591,"('P3_1', 'P3_2', 'P5_2')"
107,0.7532278299331665,"('P3_1', 'P5_1', 'P2_1')"
108,0.8045099377632141,"('P3_1', 'P5_1', 'P5_2')"
109,0.6652118563652039,"('P3_1', 'P2_1', 'P5_2')"
110,0.7381342053413391,"('P2_2', 'P3_2', 'P5_1')"
111,0.7832333445549011,"('P2_2', 'P3_2', 'P2_1')"
112,0.7697763442993164,"('P2_2', 'P3_2', 'P5_2')"
113,0.8332424163818359,"('P2_2', 'P5_1', 'P2_1')"
114,0.8103291392326355,"('P2_2', 'P5_1', 'P5_2')"
115,0.7661392688751221,"('P2_2', 'P2_1', 'P5_2')"
116,0.7410438060760498,"('P3_2', 'P5_1', 'P2_1')"
117,0.7874159216880798,"('P3_2', 'P5_1', 'P5_2')"
118,0.7454082369804382,"('P3_2', 'P2_1', 'P5_2')"
119,0.7581378221511841,"('P5_1', 'P2_1', 'P5_2')"
